transport_id;transport_type;average_speed;available;max_capacity
90;truck;67.08;true;9505.42
91;truck;67.46;true;6046.00
92;truck;69.40;false;16184.21
93;truck;66.97;false;10148.19
94;truck;67.48;false;13985.48
95;truck;67.34;true;11157.54
96;truck;65.65;false;16927.54
97;truck;65.18;true;15692.88
98;truck;67.96;true;15127.88
99;truck;69.29;false;5888.07
100;truck;69.37;false;17567.52
101;truck;65.01;false;14527.28
102;truck;69.12;false;7664.39
103;truck;69.54;false;17362.02
104;truck;68.00;true;19613.89
105;truck;66.82;true;9524.69
106;truck;67.88;false;9915.11
107;truck;65.00;false;9068.09
108;truck;67.60;false;9846.12
109;truck;69.65;true;7768.89
110;truck;65.07;false;13425.07
111;truck;69.94;true;7909.71
112;truck;65.98;true;18917.07
113;truck;68.89;true;7083.42
114;truck;68.25;true;6685.70
115;truck;65.21;false;8711.77
116;truck;65.98;true;8441.37
117;truck;68.96;true;15748.43
118;truck;69.89;false;8800.00
119;truck;67.47;false;10244.85
120;truck;68.90;true;10836.80
121;truck;65.99;true;5680.72
122;truck;66.00;true;10648.61
123;truck;69.91;true;12935.64
124;truck;67.65;false;18615.18
125;truck;66.93;false;5563.04
126;truck;69.33;true;8084.00
127;truck;65.24;true;12349.36
128;truck;66.69;true;17234.92
129;truck;66.92;false;5691.56
130;truck;69.47;true;17434.89
131;truck;68.63;false;17501.71
132;truck;67.61;false;14201.11
133;truck;66.19;false;12186.36
134;truck;66.11;true;9164.98
135;truck;67.94;true;15927.44
136;truck;66.60;true;19708.21
137;truck;67.85;true;18843.17
138;truck;66.38;true;12953.14
139;truck;69.69;false;17562.64
140;truck;68.65;true;5763.83
141;truck;65.69;true;13084.88
142;truck;67.85;true;13127.83
143;truck;67.51;true;13281.05
144;truck;69.44;false;9858.09
145;truck;66.04;true;5907.63
146;truck;67.46;true;5142.68
147;truck;69.60;true;13332.43
148;truck;65.48;false;19272.03
149;truck;67.24;true;8804.00
150;truck;67.06;true;15811.27
151;truck;69.43;false;16579.81
152;truck;66.46;false;6124.70
153;truck;67.11;false;19850.09
154;truck;69.61;true;15355.14
155;truck;69.38;false;12697.22
156;truck;66.59;true;15174.03
157;truck;65.94;true;10194.74
158;truck;65.28;false;7113.56
159;truck;66.86;false;13287.34
160;truck;68.39;false;12177.31
161;truck;66.91;false;15350.26
162;truck;69.37;true;8400.07
163;truck;69.62;false;18350.92
164;truck;68.47;false;12489.37
165;truck;69.58;true;17369.15
166;truck;65.33;false;11277.63
167;truck;66.74;false;9562.73
168;truck;67.82;true;16939.58
169;truck;67.02;false;12904.62
170;truck;69.52;false;13271.17
171;truck;66.78;false;14984.66
172;truck;65.49;false;15792.20
173;truck;66.49;true;8039.98
174;truck;65.97;false;10878.78
175;truck;66.92;true;15536.22
176;truck;67.11;true;14337.93
177;truck;69.50;true;9583.81
178;truck;65.17;false;16292.77
179;truck;66.48;false;6846.42
180;truck;68.93;true;10787.82
181;truck;67.73;true;8784.92
182;truck;67.40;true;14072.94
183;truck;65.72;false;16613.28
184;truck;68.87;true;17168.07
185;truck;65.27;true;10094.58
186;truck;66.23;false;14814.14
187;truck;65.78;false;6785.56
188;truck;66.70;true;14221.29
189;truck;65.99;true;17610.47
190;truck;69.82;true;6843.77
191;truck;67.45;true;13760.55
192;truck;69.14;true;9204.36
193;truck;67.06;false;7746.18
194;truck;66.72;true;8196.90
195;truck;65.22;false;8861.85
196;truck;65.53;false;13081.58
197;truck;65.98;false;14138.19
198;truck;68.26;true;14377.37
199;truck;66.89;false;16501.00
200;truck;69.31;true;19802.94
201;truck;67.38;false;14074.14
202;truck;69.01;true;14050.49
203;truck;65.44;true;13518.42
204;truck;65.04;false;7526.75
205;truck;65.79;true;9592.81
206;truck;65.06;true;12046.54
207;truck;67.18;false;13262.41
208;truck;69.34;false;12388.99
209;truck;66.00;true;16185.96
210;truck;66.88;false;5728.13
211;truck;69.03;false;8481.36
212;truck;68.64;false;11989.65
213;truck;69.71;true;7527.18
214;truck;69.61;true;5270.98
215;truck;66.71;false;8433.44
216;truck;69.29;true;7557.07
217;truck;67.94;true;19197.35
218;truck;69.62;true;14951.54
219;truck;65.86;true;17311.71
220;truck;65.12;true;5542.99
221;truck;65.94;false;11382.52
222;truck;67.49;false;10065.69
223;truck;65.90;false;10745.28
224;truck;66.23;true;19951.71
225;truck;66.35;false;7158.06
226;truck;68.76;false;5297.22
227;truck;66.00;true;12157.12
228;truck;67.67;false;19586.61
229;truck;68.65;false;19788.43
230;truck;66.91;true;5524.64
231;truck;65.36;false;10583.60
232;truck;65.10;true;13515.84
233;truck;68.41;true;10793.58
234;truck;66.95;false;6060.58
235;truck;67.36;true;13668.79
236;truck;66.62;false;16038.11
237;truck;67.93;true;6956.66
238;truck;65.81;true;11279.16
239;truck;67.08;false;7579.69
240;truck;66.53;true;14889.56
241;truck;69.32;false;17995.86
242;truck;68.23;false;11723.81
243;truck;66.47;true;10445.12
244;truck;66.73;true;7555.25
245;truck;69.29;true;17945.02
246;truck;68.25;false;12189.10
247;truck;67.24;false;5776.25
248;truck;65.71;true;9828.27
249;truck;65.76;true;9248.95
250;truck;66.04;true;12200.71
251;truck;67.57;false;9738.75
252;truck;68.53;true;17063.33
253;truck;68.51;true;19318.99
254;truck;65.06;false;17373.28
255;truck;68.96;true;15557.20
256;truck;66.81;false;10463.17
257;truck;69.10;false;8076.62
258;truck;69.14;true;18942.25
259;truck;69.98;true;14527.30
260;truck;65.24;false;12192.77
261;truck;65.73;true;8251.47
262;truck;67.97;true;10537.54
263;truck;68.90;false;19678.49
264;truck;67.60;true;5686.13
265;truck;65.87;false;18354.48
266;truck;68.43;true;6108.48
267;truck;65.07;false;6748.16
268;truck;67.78;false;9453.62
269;truck;68.40;false;5049.95
270;truck;69.58;true;11449.44
271;truck;65.39;true;11016.10
272;truck;69.94;false;9919.21
273;truck;68.61;false;17378.48
274;truck;67.03;true;15567.75
275;truck;69.11;true;5803.77
276;truck;65.99;false;7646.68
277;truck;66.06;true;10279.26
278;truck;66.19;true;16398.24
279;truck;65.18;false;12133.40
280;truck;68.44;true;19232.97
281;truck;68.16;true;14619.36
282;truck;65.70;true;15770.63
283;truck;65.93;false;6809.89
284;truck;69.39;true;6497.35
285;truck;69.11;false;6568.28
286;truck;66.21;true;18996.94
287;truck;69.18;false;6270.32
288;truck;69.50;true;19425.87
289;truck;68.37;false;7596.72
290;truck;67.75;true;7630.67
291;truck;67.54;true;15937.64
292;truck;65.76;false;17877.88
293;truck;68.10;false;14504.39
294;truck;66.78;true;9338.34
295;truck;66.81;true;5411.28
296;truck;66.88;false;6189.51
297;truck;65.93;true;8963.42
298;truck;68.81;false;16130.00
299;truck;67.87;true;12839.64
300;truck;65.14;true;17678.47
301;truck;67.39;true;12579.15
302;truck;65.17;true;16042.65
303;truck;65.47;true;7101.30
304;truck;69.17;false;17701.07
305;truck;68.90;true;19806.26
306;truck;67.16;true;8811.09
307;truck;66.95;true;9141.79
308;truck;69.22;false;14344.00
309;truck;66.85;true;6287.58
310;truck;66.86;true;13066.41
311;truck;69.62;true;12211.79
312;truck;66.51;true;9638.28
313;truck;69.20;true;9258.87
314;truck;66.55;true;7529.60
315;truck;69.70;true;18862.78
316;truck;66.92;false;6329.80
317;truck;66.09;false;14269.56
318;truck;65.13;false;9033.42
319;truck;68.45;true;16655.68
320;truck;67.67;false;10768.20
321;truck;68.95;true;14083.01
322;truck;69.08;false;14615.09
323;truck;66.42;true;7854.20
324;truck;65.09;true;14723.83
325;truck;65.37;false;5768.73
326;truck;66.00;true;10921.24
327;truck;66.70;true;6763.92
328;truck;66.30;true;17470.16
329;truck;65.99;true;14338.57
330;truck;67.20;false;18081.46
331;truck;68.61;false;13662.19
332;truck;66.91;false;10338.46
333;truck;65.67;false;10856.73
334;truck;66.18;true;16409.32
335;truck;67.02;false;12123.06
336;truck;69.41;true;11702.66
337;truck;69.80;true;12955.75
338;truck;68.17;true;8585.33
339;truck;66.81;false;14309.43
340;truck;65.45;true;8591.17
341;truck;66.88;false;12211.93
342;truck;68.84;false;6127.09
343;truck;68.46;false;7533.95
344;truck;65.23;false;12897.81
345;truck;66.36;false;6611.97
346;truck;67.72;false;13875.83
347;truck;68.15;true;17910.88
348;truck;69.75;true;11796.29
349;truck;68.71;false;17323.65
350;truck;66.07;false;13458.76
351;truck;66.27;true;15182.15
352;truck;67.66;false;12569.35
353;truck;67.02;true;18765.48
354;truck;69.72;false;19824.57
355;truck;65.22;true;13581.13
356;truck;68.94;false;6577.64
357;truck;67.78;true;7303.87
358;truck;67.44;true;17531.35
359;truck;68.53;true;9869.79
360;truck;68.66;true;19643.80
361;truck;67.58;false;13389.91
362;truck;68.12;true;12662.76
363;truck;65.06;true;15420.91
364;truck;66.15;true;10676.17
365;truck;68.49;true;11405.58
366;truck;69.86;true;13295.39
367;truck;68.37;false;5558.46
368;truck;68.47;false;15718.93
369;truck;65.28;true;11820.59
370;truck;68.04;false;16909.88
371;truck;67.33;true;11894.46
372;truck;65.01;true;8631.08
373;truck;67.95;false;18917.06
374;truck;67.06;true;15960.59
375;truck;66.78;true;5409.62
376;truck;67.82;false;12280.93
377;truck;68.38;false;9346.41
378;truck;68.56;true;5556.81
379;truck;65.03;true;9669.81
380;truck;66.17;true;10653.48
381;truck;65.59;false;14352.70
382;truck;66.26;true;16980.32
383;truck;68.44;true;10757.56
384;truck;65.20;true;5885.15
385;truck;67.35;false;11674.40
386;truck;65.10;false;17400.89
387;truck;67.28;false;5139.81
388;truck;66.60;false;19443.24
389;truck;67.53;false;10729.16
390;truck;65.89;true;13665.51
391;truck;69.46;false;7704.51
392;truck;65.49;true;10591.42
393;truck;67.04;false;6642.23
394;truck;69.10;true;11967.62
395;truck;68.81;false;10724.26
396;truck;69.87;true;13815.82
397;truck;65.49;false;17206.99
398;truck;67.34;true;12284.49
399;truck;67.61;false;18291.47
400;truck;68.82;true;15097.38
401;truck;65.78;false;16343.72
402;truck;68.48;true;9978.37
403;truck;66.63;true;9283.11
404;truck;66.65;false;11492.20
405;truck;65.35;true;19553.16
406;truck;66.42;true;6984.65
407;truck;65.14;false;8149.16
408;truck;65.33;false;7120.31
409;truck;65.31;false;7316.20
410;truck;65.80;false;11422.63
411;truck;68.36;false;11869.51
412;truck;66.13;true;18214.93
413;truck;69.15;true;8346.57
414;truck;69.53;true;6304.87
415;truck;67.91;true;9972.27
416;truck;67.12;true;6351.34
417;truck;69.97;true;18223.90
418;truck;68.09;false;6183.96
419;truck;69.28;true;5757.43
420;truck;66.08;false;10935.88
421;truck;68.80;false;13659.71
422;truck;65.64;true;12808.04
423;truck;69.44;true;12264.93
424;truck;65.65;false;11643.41
425;truck;68.57;true;13437.72
426;truck;66.58;false;15551.94
427;truck;66.07;false;8244.46
428;truck;68.33;true;9382.73
429;truck;69.32;false;10057.02
430;truck;65.72;true;14612.64
431;truck;69.76;false;18528.05
432;truck;69.65;true;11933.85
433;truck;65.52;false;12192.00
434;truck;69.45;false;9816.17
435;truck;68.65;false;19509.45
436;truck;67.64;false;7612.57
437;truck;68.09;true;14453.23
438;truck;69.25;true;7665.98
439;truck;69.85;false;11845.06
440;truck;69.76;false;11291.49
441;truck;69.43;true;11505.18
442;truck;68.94;false;14449.69
443;truck;67.02;false;15098.61
444;truck;65.15;false;18371.85
445;truck;68.79;true;19602.82
446;truck;67.96;false;5317.49
447;truck;65.22;true;5868.99
448;truck;65.34;true;19284.10
449;truck;68.52;false;14423.11
450;truck;69.40;false;11977.94
451;truck;65.21;false;16203.41
452;truck;66.12;false;19195.71
453;truck;69.42;false;18209.03
454;truck;67.91;true;15506.85
455;truck;67.83;true;12085.77
456;truck;69.13;true;19905.01
457;truck;68.57;true;6064.25
458;truck;66.81;true;11831.15
459;truck;69.93;false;18772.95
460;truck;67.28;true;17365.66
461;truck;65.38;true;7391.75
462;truck;65.29;true;14988.08
463;truck;68.68;false;14031.48
464;truck;66.43;false;11177.88
465;truck;69.38;false;11404.81
466;truck;66.64;true;17740.74
467;truck;68.73;false;15850.40
468;truck;66.83;false;8065.50
469;truck;65.94;true;15570.03
470;truck;66.79;true;14919.14
471;truck;65.01;false;6596.90
472;truck;68.54;false;19226.83
473;truck;69.26;false;17138.43
474;truck;66.83;false;12963.10
475;truck;66.84;false;14678.21
476;truck;69.31;false;7073.15
477;truck;68.23;false;7874.99
478;truck;65.99;true;9682.92
479;truck;66.14;true;15284.87
480;truck;68.40;false;14805.95
481;truck;67.34;true;14010.22
482;truck;69.49;false;8651.08
483;truck;66.84;true;14967.18
484;truck;68.91;false;8934.85
485;truck;68.91;false;14482.44
486;truck;65.42;true;9521.36
487;truck;68.78;true;11286.37
488;truck;67.28;true;18538.15
489;truck;66.26;true;5221.19
490;truck;69.85;true;17052.14
491;truck;68.59;false;18672.40
492;truck;65.05;true;9446.64
493;truck;65.57;false;19044.61
494;truck;68.23;false;19735.82
495;truck;65.06;true;12255.91
496;truck;66.22;false;17204.77
497;truck;69.05;false;13103.06
498;truck;69.08;true;13654.00
499;truck;66.08;false;14871.41
500;truck;67.01;true;16644.89
501;truck;68.62;true;18508.01
502;truck;67.48;false;15253.74
503;truck;66.89;false;14110.80
504;truck;68.16;true;11958.54
505;truck;65.95;false;11925.50
506;truck;69.94;false;16531.90
507;truck;69.15;true;14873.71
508;truck;67.41;false;13911.40
509;truck;69.40;false;6767.32
510;truck;67.78;false;17538.37
511;truck;65.87;false;14010.62
512;truck;66.07;true;11890.10
513;truck;65.70;true;17499.67
514;truck;67.31;false;9524.42
515;truck;69.22;false;14766.37
516;truck;68.59;false;15292.19
517;truck;66.72;false;16931.66
518;truck;68.01;true;13886.75
519;truck;69.08;false;12797.49
520;truck;68.81;true;11322.89
521;truck;65.03;true;8782.77
522;truck;66.66;true;7403.18
523;truck;69.10;false;16342.92
524;truck;65.12;true;7224.03
525;truck;66.72;true;15519.09
526;truck;69.93;false;18966.32
527;truck;69.28;true;16281.83
528;truck;67.79;true;18522.06
529;truck;68.67;true;18904.18
530;truck;68.77;false;14956.99
531;truck;65.36;true;19908.79
532;truck;66.53;true;16310.97
533;truck;68.43;false;14638.67
534;truck;67.25;false;11235.83
535;truck;66.10;false;11281.66
536;truck;69.95;true;19098.20
537;truck;69.91;true;6449.03
538;truck;69.35;false;15474.59
539;truck;65.27;false;17660.48
540;truck;66.25;false;14050.72
541;truck;67.39;false;15633.44
542;truck;65.08;false;5484.71
543;truck;65.45;true;8196.15
544;truck;65.02;false;17553.07
545;truck;68.67;true;8441.76
546;truck;67.52;false;9770.25
547;truck;66.46;true;18848.66
548;truck;69.96;false;14056.95
549;truck;65.56;true;18608.86
550;truck;65.44;true;15422.21
551;truck;68.08;true;19102.11
552;truck;69.40;false;7343.31
553;truck;67.94;false;13062.28
554;truck;65.00;false;8534.49
555;truck;68.82;false;5241.64
556;truck;65.45;false;18191.24
557;truck;69.08;false;16432.84
558;truck;67.93;false;10116.58
559;truck;68.54;false;8353.62
560;truck;69.98;false;11766.90
561;truck;65.52;true;15678.48
562;truck;68.28;true;17876.47
563;truck;65.31;true;14838.34
564;truck;67.22;false;6478.39
565;truck;67.54;false;11536.67
566;truck;65.47;true;17092.98
567;truck;68.11;true;9322.31
568;truck;66.16;false;6199.19
569;truck;66.96;false;10940.19
570;truck;65.07;false;17132.08
571;truck;66.72;false;11090.30
572;truck;65.59;true;16024.93
573;truck;66.05;true;7397.48
574;truck;68.54;false;16530.02
575;truck;65.64;false;6426.40
576;truck;65.32;true;17244.34
577;truck;69.45;true;18047.54
578;truck;69.59;false;9059.93
579;truck;67.48;true;10128.98
580;truck;65.96;false;8758.00
581;truck;66.77;true;10466.90
582;truck;66.11;true;17764.46
583;truck;67.75;false;6731.51
584;truck;69.44;false;15930.13
585;truck;68.96;false;13917.01
586;truck;67.31;true;16032.64
587;truck;65.65;true;17995.82
588;truck;66.60;true;17378.96
589;truck;67.51;true;14373.56
590;truck;67.00;false;19940.61
591;truck;66.92;false;12575.12
592;truck;69.50;true;12377.24
593;truck;68.78;true;15721.39
594;truck;69.43;true;14014.91
595;truck;68.66;false;13801.69
596;truck;65.59;true;18907.51
597;truck;69.27;false;17775.91
598;truck;66.94;false;13579.94
599;truck;67.37;true;7133.00
600;truck;69.46;false;17003.90
601;truck;68.06;false;10353.04
602;truck;66.15;true;10296.77
603;truck;66.20;true;17877.06
604;truck;65.29;true;17919.14
605;truck;69.35;true;9467.37
606;truck;67.93;false;14584.93
607;truck;66.72;false;18030.01
608;truck;69.12;false;17255.31
609;truck;69.40;true;19108.70
610;truck;65.20;true;18155.40
611;truck;65.32;true;11556.86
612;truck;68.05;false;19816.20
613;truck;67.99;true;19096.95
614;truck;69.19;true;11358.25
615;truck;67.28;false;17405.87
616;truck;65.78;true;12695.24
617;truck;69.60;false;10405.91
618;truck;67.24;false;18520.33
619;truck;65.87;false;8919.36
620;truck;66.25;true;12252.50
621;truck;68.74;false;18331.85
622;truck;66.51;true;13390.16
623;truck;68.47;true;5805.80
624;truck;66.65;false;7137.38
625;truck;67.81;false;6412.71
626;truck;69.52;false;12317.74
627;truck;67.50;true;15797.14
628;truck;66.56;true;6484.41
629;truck;69.12;false;8313.11
630;truck;69.19;true;7616.64
631;truck;69.33;true;11066.77
632;truck;68.47;false;11691.53
633;truck;69.37;false;16592.62
634;truck;65.43;false;11749.79
635;truck;66.31;false;19394.76
636;truck;66.62;true;17973.06
637;truck;67.33;false;7807.36
638;truck;67.03;true;15144.63
639;truck;65.45;false;17160.32
640;truck;69.32;true;15448.83
641;truck;69.83;true;17762.49
642;truck;69.83;true;14188.91
643;truck;66.68;false;13014.05
644;truck;66.81;false;10016.42
645;truck;68.66;true;17391.03
646;truck;65.40;false;19887.71
647;truck;69.25;true;9247.83
648;truck;67.97;true;7856.99
649;truck;65.45;false;14080.84
650;truck;66.42;true;15826.02
651;truck;65.80;false;6927.00
652;truck;66.20;false;16354.87
653;truck;65.70;false;12274.34
654;truck;66.24;false;6121.58
655;truck;69.47;false;19623.84
656;truck;66.16;false;9406.38
657;truck;66.80;false;15192.32
658;truck;68.06;true;12262.86
659;truck;66.62;true;7580.20
660;truck;65.23;true;14842.85
661;truck;67.28;true;6072.30
662;truck;67.82;true;6407.30
663;truck;66.73;false;5892.53
664;truck;65.82;true;6520.56
665;truck;69.28;true;17776.73
666;truck;66.32;true;6251.84
667;truck;67.84;true;11283.59
668;truck;69.81;true;5438.70
669;truck;66.02;true;13008.89
670;truck;69.49;true;19548.69
671;truck;69.64;true;11559.72
672;truck;67.19;true;16927.21
673;truck;67.72;true;9994.34
674;truck;69.82;false;8373.00
675;truck;67.22;true;8003.92
676;truck;68.29;false;19398.66
677;truck;69.15;false;18516.65
678;truck;68.76;true;5540.22
679;truck;65.12;false;7404.19
680;truck;68.64;false;7006.75
681;truck;65.73;true;11492.57
682;truck;66.17;false;15537.61
683;truck;65.68;false;14756.53
684;truck;66.01;false;11160.05
685;truck;65.25;true;12624.24
686;truck;66.36;true;17304.20
687;truck;67.26;false;7628.17
688;truck;68.86;false;19210.72
689;truck;66.98;false;7915.35
690;truck;67.03;false;10270.05
691;truck;69.25;false;10423.00
692;truck;69.56;true;12645.24
693;truck;69.46;true;9382.91
694;truck;67.61;false;17883.76
695;truck;66.53;true;13214.66
696;truck;69.09;true;17311.25
697;truck;66.05;true;17554.51
698;truck;66.29;false;15973.73
699;truck;69.14;true;18878.09
700;truck;69.32;true;16871.18
701;truck;67.66;true;13964.75
702;truck;65.82;true;8632.92
703;truck;66.38;true;12541.14
704;truck;68.37;true;14873.61
705;truck;65.98;false;16710.23
706;truck;66.61;true;14763.35
707;truck;68.93;false;11041.80
708;truck;67.62;true;8931.82
709;truck;68.23;true;13003.67
710;truck;68.53;true;19715.30
711;truck;65.33;true;17115.04
712;truck;67.88;true;8620.76
713;truck;69.65;true;10948.10
714;truck;65.13;false;14300.41
715;truck;69.44;true;7287.13
716;truck;69.64;false;8274.76
717;truck;67.20;false;10523.29
718;truck;67.03;true;6701.23
719;truck;68.66;false;11357.51
720;truck;65.57;false;12025.62
721;truck;65.86;true;8466.70
722;truck;69.85;false;7102.32
723;truck;68.61;true;17873.24
724;truck;65.66;false;8911.21
725;truck;66.26;true;15449.50
726;truck;67.62;false;18923.46
727;truck;67.82;true;16950.21
728;truck;69.02;true;12830.82
729;truck;67.08;false;6934.21
730;truck;67.64;true;6406.26
731;truck;69.69;true;8105.52
732;truck;66.27;false;16980.58
733;truck;68.81;true;5176.03
734;truck;66.96;false;10432.56
735;truck;68.60;true;16805.93
736;truck;66.17;true;15986.01
737;truck;66.50;true;18566.07
738;truck;69.72;true;17887.11
739;truck;68.17;false;18077.38
740;truck;66.93;true;19036.45
741;truck;66.14;true;15709.22
742;truck;65.68;true;17771.91
743;truck;68.47;true;5999.55
744;truck;69.18;false;12524.57
745;truck;66.09;true;12717.43
746;truck;69.38;false;5820.33
747;truck;65.26;true;13720.20
748;truck;66.22;false;12818.81
749;truck;66.47;false;11002.42
750;truck;68.24;true;6893.58
751;truck;66.09;true;11724.52
752;truck;67.89;false;15861.73
753;truck;69.33;true;6387.67
754;truck;66.32;false;6270.21
755;truck;69.44;false;9019.56
756;truck;68.13;true;15928.80
757;truck;66.39;true;15026.79
758;truck;68.72;false;15979.67
759;truck;69.09;true;19090.57
760;truck;68.93;true;12775.47
761;truck;68.89;true;11397.10
762;truck;66.65;true;19940.07
763;truck;69.58;true;11285.37
764;truck;65.35;true;15868.80
765;truck;68.89;true;18751.37
766;truck;67.40;true;11271.08
767;truck;67.06;false;14415.22
768;truck;65.39;true;12890.88
769;truck;68.40;true;6693.94
770;truck;66.71;false;5646.91
771;truck;65.80;false;14119.85
772;truck;69.78;true;5639.88
773;truck;67.51;false;16582.00
774;truck;65.52;false;7492.74
775;truck;67.40;false;15050.36
776;truck;67.52;true;5891.51
777;truck;66.60;true;5125.43
778;truck;65.35;false;7691.53
779;truck;68.46;false;7771.35
780;truck;69.46;false;5994.32
781;truck;68.57;true;13724.32
782;truck;69.42;false;12207.25
783;truck;67.80;false;11829.84
784;truck;65.05;true;11328.24
785;truck;66.99;false;10643.47
786;truck;68.91;false;6293.32
787;truck;67.90;true;13326.00
788;truck;65.48;true;11455.45
789;truck;69.01;true;12483.75
790;truck;70.00;true;13782.07
791;truck;68.17;true;10452.41
792;truck;69.04;false;18291.05
793;truck;67.92;true;5187.06
794;truck;66.90;false;12355.96
795;truck;67.19;false;10755.43
796;truck;65.83;false;6947.62
797;truck;68.59;false;5042.74
798;truck;65.75;false;19484.92
799;truck;69.58;true;14662.23
800;truck;67.44;true;17698.23
801;truck;68.05;false;7252.91
802;truck;66.73;true;8926.62
803;truck;69.64;false;16583.07
804;truck;69.43;false;5665.70
805;truck;69.13;true;6359.26
806;truck;69.73;false;13268.32
807;truck;67.78;false;9837.32
808;truck;65.16;false;18200.94
809;truck;67.93;true;11361.20
810;truck;67.58;false;12026.26
811;truck;69.23;true;9993.67
812;truck;67.88;true;7484.99
813;truck;65.06;true;11353.82
814;truck;69.30;true;17772.72
815;truck;66.07;false;11550.22
816;truck;65.41;false;6567.38
817;truck;69.12;true;8876.04
818;truck;66.78;false;15163.13
819;truck;69.80;false;13576.15
820;truck;68.42;false;14677.70
821;truck;65.07;false;6958.50
822;truck;67.01;true;5055.56
823;truck;66.37;true;17943.65
824;truck;66.11;true;13615.73
825;truck;65.25;false;6130.95
826;truck;66.77;false;16956.75
827;truck;67.84;false;11870.26
828;truck;68.52;false;8841.52
829;truck;65.40;true;10296.53
830;truck;69.96;true;13033.53
831;truck;65.48;false;5500.93
832;truck;66.51;true;18838.22
833;truck;65.23;false;8969.08
834;truck;68.07;true;13502.52
835;truck;66.36;true;9649.57
836;truck;68.58;false;9690.62
837;truck;68.58;true;13621.84
838;truck;68.32;false;19078.43
839;truck;66.17;false;10265.85
840;truck;66.10;true;5520.88
841;truck;69.55;false;8099.69
842;truck;68.25;true;9964.43
843;truck;67.70;true;16183.90
844;truck;67.11;false;17751.52
845;truck;69.35;false;14226.43
846;truck;66.06;true;15152.60
847;truck;68.47;false;16402.99
848;truck;69.53;false;6380.40
849;truck;66.70;false;18582.89
850;truck;68.09;true;6023.02
851;truck;68.52;true;15282.27
852;truck;67.88;false;8756.28
853;truck;66.46;false;14792.93
854;truck;68.26;false;18298.12
855;truck;67.82;false;8187.14
856;truck;69.04;false;8619.74
857;truck;65.44;false;18334.67
858;truck;66.67;false;16014.73
859;truck;66.15;false;11630.23
860;truck;69.01;false;13148.89
861;truck;67.61;false;19875.41
862;truck;66.88;true;16690.56
863;truck;67.71;false;14034.50
864;truck;67.33;true;13968.54
865;truck;65.16;true;9836.29
866;truck;69.61;true;17083.46
867;truck;69.05;false;5556.23
868;truck;66.98;false;15253.25
869;truck;67.74;true;5087.77
870;truck;65.38;false;7750.14
871;truck;68.99;true;16737.68
872;truck;65.19;true;6702.11
